head_entity_label,head_entity,relationship,tail_entity_label,tail_entity
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",比热容_KJ_kg_K_定压_,[比热容_KJ_kg_K_定压_],"{""name"":2.28,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",亚急性和慢性毒性,[亚急性和慢性毒性],"{""name"":大鼠吸入3g/m3，每天12~24h，78d（120号溶剂汽油），未见中毒症状。大鼠吸入2500mg/m3,130号催化裂解汽油，每天4h，每周6d，8周，体力活动能力降低，神经系统发生机能性改变。,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",辛醇_水分配系数,[辛醇_水分配系数],"{""name"":4.5,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",危险货物编号,[危险货物编号],"{""name"":31001,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",CAS号,[CAS号],"{""name"":8006-61-9,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",爆炸下限_v___,[爆炸下限_v___],"{""name"":1.3,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",UN编号,[UN编号],"{""name"":1203,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",禁配物,[禁配物],"{""msds库"":msds库,""name"":强氧化剂。}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",手部防护措施,[手部防护措施],"{""msds库"":msds库,""name"":戴橡胶耐油手套。}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",食入,[食入],"{""name"":给牛奶、蛋清、植物油等口服，洗胃。就医。,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",熔点___,[熔点___],"{""name"":-92.95,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",中国MAC_mg_m3_,[中国MAC_mg_m3_],"{""name"":300,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",有害分解产物,[有害分解产物],"{""msds库"":msds库,""name"":出现分解}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",操作注意事项,[操作注意事项],"{""name"":密闭操作，全面通风。操作人员必须经过专门培训，严格遵守操作规程。建议操作人员穿防静电工作服，戴橡胶耐油手套。远离火种、热源，工作场所严禁吸烟。使用防爆型的通风系统和设备。防止蒸气泄漏到工作场所空气中。避免与氧化剂接触。灌装时应控制流速，且有接地装置，防止静电积聚。搬运时要轻装轻卸，防止包装及容器损坏。配备相应品种和数量的消防器材及泄漏应急处理设备。倒空的容器可能残留有害物。,""msds库"":msds库}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":洗消处理}",运输事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":在作战条件允许或战斗任务完成后，对遇险人员进行全面的洗消，开设洗消帐篷。同时对受染道路、地域及重要目标的洗消，对大面积的受染地面和不急需的装备、物资，采取风吹、日晒等自然方法洗消。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":清理移交}",运输事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":用喷雾水、蒸汽、惰性气体清扫现场内事故罐、管道、低洼、沟渠等处、确保不留残气(液)。清点人员、车辆及器材；撤除警戒、做好移交，安全归建。}"
[小组职责],"{""name"":负责事故和救援信息的发布，组织起草新闻发布稿和事故情况通稿，制定新闻发布方案，组织接待记者，适时组织新闻发布会。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":第一时间了解火场信息}"
[事故类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":着火事故}",事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":第一时间了解火场信息}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":第一时间了解火场信息}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":a.第一出动的火场指挥员，应在行车途中与指挥中心保持联系，不断了解火场情况，并及时听取上级指示，做好到场前的战斗准备。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":第一时间了解火场信息}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":b.上级指挥员在向火场行驶的途中，应通过指挥中心及时与已经到达火场的辖区火场指挥员取得联系，或通过无线系统、图像数据传输系统、专家辅助决策系统了解火场信息。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":第一时间了解火场信息}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":c.重点了解火场发展趋势，同时要了解指挥中心调动力量情况，掌握已经到场的力量以及赶赴现场的力量，综合分析各种渠道获得的火场信息，预测火灾发展趋势和着火建(构)筑物情况，及时确定扑救措施。}"
[事故类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":着火事故}",事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":安全防护}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":安全防护}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":人员进入现场或警戒区，必须佩戴呼吸器及各种防护器具。进入重危区的救援人员必须实施二级以上防护，并采取雾状水掩护。}"
[事故类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":着火事故}",事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":现场侦检}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":现场侦检}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":a.环境信息：风力、风向、周边环境、道路情况、电源、火源、现场及周边的消防水源位置、储量及给水方式。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":现场侦检}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":b.事故基础信息：事故地点、危害气体浓度、火灾严重程度、邻近建(构)筑物受火势威胁、故单位已买取的处罚排施、内部消防设施配备及运行。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":现场侦检}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":c.人员伤亡信息：事故区域遇险人数、位置、先期疏散抢救人员等情况。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":现场侦检}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":d.其他有关信息。}"
[事故类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":着火事故}",事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":火场警戒的实施}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":火场警戒的实施}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":a.设置警戒工作区域。应急救援队伍到场后，由火场指挥员确定是否需要实施火场警戒。通常在事故现场的上风方向停放警戒车，警戒人员做好个体防护后，按确定好的整戒范围实施警戒，在警戒区上风方向的适当位置建立各相关工作区域，主要有着装区、器材放算区、洗消区、警戒区出入口等。}"
[小组职责],"{""name"":负责火灾、爆炸、有毒物质泄漏事故现场应急处置，并组织对遇险、受伤人员进行营救和失踪人员的搜救。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":应急处置}"
[小组职责],"{""name"":协调组织事故现场救援工作；负责向各专业小组传达指挥部指令；负责联系和督促各组工作；派出专家组，共同参与事故的处置工作；调运应急物资。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":应急处置}"
[小组职责],"{""name"":组织事故调查，开展应急处置评估，形成事故调查报告，提出事故处理及防范措施意见。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":应急处置}"
[小组职责],"{""name"":保障事故救援现场通信畅通。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":应急处置}"
[小组职责],"{""name"":协调组织设立现场指挥部办公场所，为现场抢险救援工作人员提供生活后勤保障，安置事故伤亡人员家属；调配车辆运输应急物资到现场。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":应急处置}"
[事故状态类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":运输事故处置程序}",运输事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":应急处置}"
[事故类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":着火事故}",事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":应急处置}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":应急处置}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":a.外围预先部署。到达硝化棉火灾现场，指挥员在采取措施、组织力量控制火灾蔓延、防止爆炸的同时，必须组织到场力量在外围作强攻近战的部署，包括消防车占领水源铺设水带线路、确定进攻路线、调集增援力量等。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":应急处置}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":b.火灾扑救。按照‘先控制、后消灭’的原则采取安全转运、隔离、抑爆、冷却保护等战术战法；建立隔离带，分割火灾区域和相邻区域；使用开花、直流射水冷却和泡沫覆盖，对硝化棉进行润湿保护，降低其活性，达到灭火条件，防止爆炸；用水、干粉、泡沫、二氧化碳等灭火药剂进行灭火处置，严禁用干沙覆盖。}"
[事故状态类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":运输事故处置程序}",运输事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":洗消处理}"
[事故类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":着火事故}",事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":洗消处理}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":洗消处理}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":a.在危险区出口处设置洗消站，用大量清水对从危险区出来的人员进行冲洗。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":洗消处理}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":b.用水冲洗救援中使用的装备及被污染的衣物，消除其 危害。}"
[小组职责],"{""name"":负责事故伤亡人员的善后处理；事故影响范围内人员生活安置。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":清理移交}"
[事故状态类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":运输事故处置程序}",运输事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":清理移交}"
[事故类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":着火事故}",事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":清理移交}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":清理移交}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":a.用雾状水或惰性气体清扫现场。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":清理移交}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":b.清点人员，收集、整理器材装备。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":清理移交}",泄漏事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":c.做好移交，安全归建。}"
[小组职责],"{""name"":根据事故现场情况，对事故进行分析判断和事态评估，参与制定应急抢险方案，提供技术支持和决策咨询。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":现场询情，制定处置方案}"
[事故类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":爆炸事故}",事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":现场询情，制定处置方案}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":现场询情，制定处置方案}",爆炸事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":a.应急救援人员到现场后，要问清事故单位的有关工程技术人员和当事人，全面了解事故区域还存在哪些爆炸物品及其数量。事故点存放的是单一品种，还是多种爆炸物品。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":现场询情，制定处置方案}",爆炸事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":b.根据掌握的现场情况，应立即成立技术组，研究行动处置方案。技术组应由发生事故单位的技术人员、专家及公安部门和应急救援机构人员组成。}"
[事故类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":爆炸事故}",事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":实施现场警戒与疏散}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":实施现场警戒与疏散}",爆炸事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":a.事故发生后，首先应维护现场秩序，划定警戒保护范围，安排专人做好警戒，防止无关人员进入危险区，以免引起不必要的伤亡。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":实施现场警戒与疏散}",爆炸事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":b.清除着火源，关闭非防爆通信工具。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":实施现场警戒与疏散}",爆炸事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":c.警戒范围内只允许极少数懂排爆技术的处置人员进入，无关人员不得滞留。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":实施现场警戒与疏散}",爆炸事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":d.为减少爆炸事故危害，应适度调整警戒范围、疏散相关职工群众、但范围不宜过大，应科学判断，否则会引起群众不满、甚至导致社会恐慌。}"
[事故类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":爆炸事故}",事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":转移}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":转移}",爆炸事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":a.对发生事故现场及附近未着火爆炸的物品在安全条件下应及时转移，防止火灾蔓延或爆炸物品的二次爆炸。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":转移}",爆炸事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":b.转移前要充分了解有关物品的位置、外包装、能否转移和触动、周围环境和可能影响范围等情况，在现场安全等条件允许下、制定转移方案，明确相关人员分工、器材准备、转移程序方法等。}"
[小组职责],"{""name"":组织医疗救护队伍进入事故现场，开展医疗救治工作。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":现场询情}"
[事故状态类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":运输事故处置程序}",运输事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":现场询情}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":现场询情}",运输事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":救援人员到达现场后，要询问知情人介质总量、着火时间、部位、形式等；事故周边居民、地形、电源、火源等；应急措施、工艺措施、现场人员处理意见等。}"
[事故状态类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":运输事故处置程序}",运输事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":个体防护}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":个体防护}",运输事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":参加处置人员应充分了解硝化棉的理化性质，要于高处和上风处进行处理，严禁单独行动、要有监护人。必要时要用雾状水掩护。要根据硝化棉的性质和毒物接触形式，选择适当的防护用品、防止处置过程中发生伤亡、中毒事故。}"
[小组职责],"{""name"":负责对事故现场周边环境的实时监测，分析并提供监测数据；对由危险化学品造成的突发环境事件及其处理过程中产生的污染物，指导协助有关部门做好处理处置工作。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":侦察检测}"
[事故状态类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":运输事故处置程序}",运输事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":侦察检测}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":侦察检测}",运输事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":确定被困、受伤人员情况；硝化棉数量、位置、方式、燃烧情况、周边危化品储存情况；周边单位、居民、地形、水源等情况；先期已采取的救援措施，处置效果等情况。}"
[小组职责],"{""name"":负责组织事故可能危及区域有关人员的紧急疏散、撤离工作；对事故现场进行保护、警戒，维持现场抢险救灾秩序，维护社会治安。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":疏散警戒}"
[事故状态类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":运输事故处置程序}",运输事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":疏散警戒}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":疏散警戒}",运输事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":事故发生后，应根据火灾现场所涉及的范围建立警戒区，并在通往事故现场的主要干道上实行交通管制。建立警戒区域设置警示标志，并有专人警戒。}"
[事故状态类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":运输事故处置程序}",运输事故措施,[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":禁绝火源和热源}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":禁绝火源和热源}",运输事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":为避免泄漏区发生爆炸等次生危害，应切断火源，停止一切非防爆的电气作业，包括手机、车辆和铁质金属器具。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":应急处置}",运输事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":消防车供水或选定水源、铺设水带、设置阵地、有序展开；利用雾状水润湿硝化棉，降低其活性防止燃烧爆炸。尽量采用智能化救援设备进行冷却保护，防止爆炸；利用通风设备对事故车辆进行吹扫，防止亚硝气体聚集；持续侦测气体扩散蔓延方向，确保人员安全；达到灭火条件时，可使用抗溶性泡沫覆盖等方式灭火，灭火后防止复燃。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":洗消处理}",运输事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":①在危险区出口处设置洗消站，用大量清水对从危险区出来的人员进行冲洗。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":洗消处理}",运输事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":②用水冲洗救援中使用的装备及被污染的衣物，消除其危害。}"
[措施名称],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":清理移交}",运输事故细则,[措施细则],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":用雾状水清扫现场内低洼、沟渠等处；清点人员、车辆及器材；撤除警戒，做好移交，安全归建。}"
[危化品事故],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油危化品事故}",危险源,[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",状态类型,[事故状态类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":储存事故}"
[危化品事故],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉危化品事故}",危险源,[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",状态类型,[事故状态类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":储存事故}"
[事故状态类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":储存事故}",储存事故类型,[事故类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":泄漏事故}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":侦察检测}",泄漏事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":c.查明泄漏部位、泄漏速度，以及安全阀、紧急切断阀、周边危险源等情况。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":侦察检测}",泄漏事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":g.分析评估泄漏扩散范围和可能引发着火爆炸的危险因素及后果。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":疏散警戒}",泄漏事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":c.在整个处置过程中，要不间断地进行动态检测，适时调整警戒范围。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":安全防护}",泄漏事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":人员进入现场或警戒区，必须佩戴呼吸器及各种防护器具。}"
[小组职责],"{""name"":负责火灾、爆炸、有毒物质泄漏事故现场应急处置，并组织对遇险、受伤人员进行营救和失踪人员的搜救。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}"
[小组职责],"{""name"":协调组织事故现场救援工作；负责向各专业小组传达指挥部指令；负责联系和督促各组工作；派出专家组，共同参与事故的处置工作；调运应急物资。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}"
[小组职责],"{""name"":负责事故伤亡人员的善后处理；事故影响范围内人员生活安置。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}"
[小组职责],"{""name"":组织事故调查，开展应急处置评估，形成事故调查报告，提出事故处理及防范措施意见。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}"
[小组职责],"{""name"":协调组织设立现场指挥部办公场所，为现场抢险救援工作人员提供生活后勤保障，安置事故伤亡人员家属；调配车辆运输应急物资到现场。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}"
[事故状态类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":运输事故处置程序}",运输事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}"
[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":着火事故}",事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}"
[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":泄漏事故}",事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}",泄漏事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":d.工艺处置。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":洗消处理}",着火事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":a.在危险区出口处设置洗消站，用大量清水对从危险区出来的人员进行冲洗。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":洗消处理}",泄漏事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":a.在危险区出口处设置洗消站，用大量清水对从危险区出来的人员进行冲洗。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":清理移交}",着火事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":b.清点人员，收集、整理器材装备。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":清理移交}",泄漏事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":b.清点人员，收集、整理器材装备。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":第一时间了解灾情信息}",着火事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":b.上级指挥员在向火场的行驶途中，应通过指挥中心及时与已经到达火场的辖区火场指挥员取得联系，或通过无线系统、图像数据传输系统、专家辅助决策系统了解火场信息。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":现场侦检}",着火事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":a.环境信息：风力、风向、周边环境、道路情况、电源、火源、现场及周边的消防水源位置、储量及给水方式。}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",身体防护措施,[身体防护措施],"{""msds库"":msds库,""name"":穿防静电工作服。}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",身体防护措施,[身体防护措施],"{""msds库"":msds库,""name"":穿防静电工作服。}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",有害物成分,[有害物成分],"{""msds库"":msds库,""name"":C4-C12脂肪烃和环烷烃}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",英文名称2,[英文名称2],"{""name"":Petrol,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",致癌性,[致癌性],"{""name"":IARC致癌性评论：G2B，可疑人类致癌物。,""msds库"":msds库}"
